종목명,종목코드,현재가,등락률(%),시장
엣지파운드리,105550,1312,+1.39,KOSDAQ
영림원소프트랩,060850,6450,-0.46,KOSDAQ
영보화학,014440,4795,+0.42,KOSPI
영우디에스피,143540,1400,+3.70,KOSDAQ
영원무역,111770,85500,+3.14,KOSPI
영원무역홀딩스,009970,211500,+1.68,KOSPI
영진약품,003520,1751,-1.07,KOSPI
영풍,000670,67500,+2.43,KOSPI
영화금속,012280,1086,-1.45,KOSPI
영화테크,265560,10660,-1.39,KOSDAQ
영흥,012160,524,-2.24,KOSPI
예림당,036000,3270,+2.03,KOSDAQ
예선테크,250930,480,+2.78,KOSDAQ
예스24,053280,3445,-1.43,KOSDAQ
예스티,122640,27750,+2.02,KOSDAQ
오가노이드사이언스,476040,22000,-1.79,KOSDAQ
오가닉티코스메틱,900300,205,-5.96,KOSDAQ
오공,045060,2510,+1.41,KOSDAQ
오늘이엔엠,192410,5160,-12.54,KOSDAQ
오디텍,080520,4365,+4.93,KOSDAQ
오뚜기,007310,364000,-0.41,KOSPI
오로라,039830,18200,+9.11,KOSDAQ
오로스테크놀로지,322310,44850,+30.00,KOSDAQ
오르비텍,046120,12320,+5.93,KOSDAQ
오름테라퓨틱,475830,93900,+6.46,KOSDAQ
오리엔탈정공,014940,7960,+0.25,KOSDAQ
오리엔트바이오,002630,531,-1.12,KOSPI
오리엔트정공,065500,2165,+2.36,KOSDAQ
오리온,271560,142800,-0.56,KOSPI
오리온홀딩스,001800,24900,-3.68,KOSPI
오리콤,010470,6060,+0.00,KOSDAQ
오브젠,417860,10700,-7.92,KOSDAQ
오비고,352910,5500,-0.36,KOSDAQ
오상자이엘,053980,3235,-1.22,KOSDAQ
오상헬스케어,036220,8900,-1.87,KOSDAQ
오성첨단소재,052420,1448,+0.00,KOSDAQ
오션인더블유,052300,1741,+0.00,KOSDAQ
오스코텍,039200,51400,-1.15,KOSDAQ
오스테오닉,226400,6610,-0.30,KOSDAQ
오스템,031510,1017,-2.12,KOSDAQ
오아,342870,6820,+0.15,KOSDAQ
오에스피,368970,1925,+0.00,KOSDAQ
오이솔루션,138080,45050,+16.41,KOSDAQ
오킨스전자,080580,23550,+6.80,KOSDAQ
오텍,067170,2630,-0.94,KOSDAQ
오토앤,353590,3000,+0.17,KOSDAQ
오파스넷,173130,8170,+6.52,KOSDAQ
오픈놀,440320,4305,+1.06,KOSDAQ
오픈베이스,049480,3310,+2.00,KOSDAQ
오픈엣지테크놀로지,394280,21800,+6.60,KOSDAQ
온코닉테라퓨틱스,476060,21500,+1.18,KOSDAQ
온코크로스,382150,8200,-3.53,KOSDAQ
온타이드,005320,588,+0.00,KOSPI
올리패스,244460,1651,+0.00,KOSDAQ
올릭스,226950,174200,+0.99,KOSDAQ
옴니시스템,057540,1011,+5.64,KOSDAQ
옵투스제약,131030,8960,-1.43,KOSDAQ
옵트론텍,082210,1810,-2.69,KOSDAQ
옵티시스,109080,15630,+4.13,KOSDAQ
옵티코어,380540,4225,+0.00,KOSDAQ
옵티팜,153710,5130,-1.16,KOSDAQ
와이랩,432430,3570,-1.92,KOSDAQ
와이바이오로직스,338840,21700,-1.36,KOSDAQ
와이솔,122990,7380,-2.25,KOSDAQ
와이씨,232140,22350,+2.29,KOSDAQ
와이씨켐,112290,13620,-3.06,KOSDAQ
와이어블,065530,2105,+1.20,KOSDAQ
와이엔텍,067900,7700,+2.80,KOSDAQ
와이엠,007530,2375,-6.31,KOSDAQ
와이엠씨,155650,4065,-0.73,KOSDAQ
와이엠텍,273640,12250,+0.00,KOSDAQ
와이엠티,251370,20650,+15.30,KOSDAQ
와이제이링크,209640,8670,+6.51,KOSDAQ
와이즈넛,096250,11080,-0.63,KOSDAQ
와이즈버즈,273060,1076,+0.56,KOSDAQ
와이지-원,019210,15990,+1.20,KOSDAQ
와이지엔터테인먼트,122870,53500,-0.93,KOSDAQ
와이투솔루션,011690,8900,+9.47,KOSPI
와토스코리아,079000,8000,+1.27,KOSDAQ
우듬지팜,403490,1218,-2.33,KOSDAQ
우리금융지주,316140,33300,-0.15,KOSPI
우리기술,032820,21550,-0.23,KOSDAQ
우리기술투자,041190,6740,+3.85,KOSDAQ
우리넷,115440,15060,+6.06,KOSDAQ
우리로,046970,8740,+4.67,KOSDAQ
우리바이오,082850,2185,-2.46,KOSDAQ
우리산업,215360,9440,+1.07,KOSDAQ
우리산업홀딩스,072470,3910,-1.51,KOSDAQ
우리손에프앤지,073560,1800,+1.29,KOSDAQ
우리엔터프라이즈,037400,1061,+0.09,KOSDAQ
우리이앤엘하루틴,153490,912,-0.33,KOSDAQ
우림피티에스,101170,14630,+2.96,KOSDAQ
우성,006980,23900,+2.14,KOSPI
우성머티리얼스,011300,3090,-2.68,KOSPI
우신시스템,017370,6180,+0.98,KOSPI
우양,103840,3210,-1.08,KOSDAQ
우양에이치씨,101970,13870,-3.34,KOSDAQ
우원개발,046940,6100,+8.16,KOSDAQ
우정바이오,215380,2875,-0.52,KOSDAQ
우주일렉트로,065680,40000,+0.76,KOSDAQ
우진,105840,28700,+2.32,KOSPI
우진비앤지,018620,746,+0.00,KOSDAQ
우진아이엔에스,010400,4195,+2.19,KOSPI
우진엔텍,457550,28200,+3.49,KOSDAQ
우진플라임,049800,2725,-0.37,KOSPI
웅진,016880,2935,-2.65,KOSPI
웅진씽크빅,095720,1154,+0.00,KOSPI
워트,396470,8150,+3.56,KOSDAQ
원림,005820,17530,+0.92,KOSPI
원바이오젠,307280,7550,+1.62,KOSDAQ
원익,032940,10600,+0.86,KOSDAQ
원익IPS,240810,122500,+4.61,KOSDAQ
원익QnC,074600,38850,+2.64,KOSDAQ
원익머트리얼즈,104830,53900,+3.06,KOSDAQ
원익큐브,014190,1764,-0.28,KOSDAQ
원익피앤이,217820,4225,+6.29,KOSDAQ
원익홀딩스,030530,34600,+5.49,KOSDAQ
원일특강,012620,9500,-1.55,KOSDAQ
원일티엔아이,136150,18320,-0.16,KOSDAQ
원준,382840,9980,+0.71,KOSDAQ
원텍,336570,7300,-0.27,KOSDAQ
원티드랩,376980,4060,+1.50,KOSDAQ
원풍,008370,5430,+1.31,KOSDAQ
원풍물산,008290,418,+0.00,KOSDAQ
월덱스,101160,33200,+1.37,KOSDAQ
웨이버스,336060,1080,+3.85,KOSDAQ
웨이브일렉트로,095270,9290,-1.38,KOSDAQ
웨이비스,289930,21900,+0.92,KOSDAQ
웰크론,065950,1524,-4.21,KOSDAQ
웰크론한텍,076080,1234,-2.45,KOSDAQ
웰킵스하이텍,043590,736,+5.90,KOSDAQ
웹스,196700,1990,-5.01,KOSDAQ
웹젠,069080,12160,+0.00,KOSDAQ
웹케시,053580,9110,-0.55,KOSDAQ
위너스일렉,479960,13850,+17.27,KOSDAQ
위닉스,044340,5320,-1.12,KOSDAQ
위더스제약,330350,8930,-0.11,KOSDAQ
위드텍,348350,11690,+5.79,KOSDAQ
위메이드,112040,24400,-2.20,KOSDAQ
위메이드맥스,101730,5760,-3.19,KOSDAQ
위메이드플레이,123420,7900,-1.25,KOSDAQ
위세아이텍,065370,5310,+0.00,KOSDAQ
위즈코프,038620,503,+0.00,KOSDAQ
위지윅스튜디오,299900,408,-0.49,KOSDAQ
위지트,036090,710,+0.00,KOSDAQ
위츠,459100,6900,+9.18,KOSDAQ
윈스테크넷,136540,12730,-2.08,KOSDAQ
윈팩,097800,477,+0.00,KOSDAQ
윈하이텍,192390,1911,-2.45,KOSDAQ
윌비스,008600,2620,+0.00,KOSPI
윙스풋,335870,1858,-0.96,KOSDAQ
윙입푸드,900340,742,+4.95,KOSDAQ
유나이티드제약,033270,20050,-0.74,KOSPI
유니드,014830,90500,-4.54,KOSPI
유니드비티플러스,446070,3160,+0.16,KOSPI
유니셈,036200,12170,+5.83,KOSDAQ
유니슨,018000,1309,-2.97,KOSDAQ
유니온,000910,4500,-0.44,KOSPI
유니온머티리얼,047400,1756,-1.24,KOSPI
유니온바이오메트릭스,203450,3215,-0.77,KOSDAQ
유니켐,011330,612,-1.77,KOSPI
유니퀘스트,077500,8500,+15.96,KOSPI
유니크,011320,4660,-2.51,KOSDAQ
유니테스트,086390,19400,+5.66,KOSDAQ
유니테크노,241690,4015,+3.88,KOSDAQ
유니트론텍,142210,5840,+2.64,KOSDAQ
유디엠텍,389680,549,+0.00,KOSDAQ
유라클,088340,13230,+0.15,KOSDAQ
유라테크,048430,8360,-1.18,KOSDAQ
유바이오로직스,206650,12710,-0.70,KOSDAQ
유비벨록스,089850,5530,-0.54,KOSDAQ
유비온,084440,1196,+1.87,KOSDAQ
유비쿼스,264450,15600,+4.70,KOSDAQ
유비쿼스홀딩스,078070,15940,+3.24,KOSDAQ
유성기업,002920,1894,-1.04,KOSPI
유성티엔에스,024800,4445,+0.23,KOSDAQ
유수홀딩스,000700,6120,-2.08,KOSPI
유신,054930,25400,-1.17,KOSDAQ
유아이디,069330,1222,-0.73,KOSDAQ
유아이엘,049520,4040,+0.12,KOSDAQ
유안타제15호스팩,473050,2065,+0.00,KOSDAQ
유안타제16호스팩,474490,2050,+0.24,KOSDAQ
유안타제17호스팩,493790,2010,+0.00,KOSDAQ
유안타증권,003470,6030,+14.86,KOSPI
유안타증권우,003475,4700,+5.50,KOSPI
유에스티,263770,2120,+0.24,KOSDAQ
유엔젤,072130,5160,-1.34,KOSPI
유유제약,000220,4245,+0.00,KOSPI
유유제약1우,000225,4460,+0.22,KOSPI
유유제약2우B,000227,10820,+0.09,KOSPI
유일로보틱스,388720,104000,-1.05,KOSDAQ
유일에너테크,340930,806,+0.00,KOSDAQ
유진기업,023410,3975,-2.69,KOSDAQ
유진로봇,056080,26900,+0.94,KOSDAQ
유진스팩10호,468760,2095,+0.24,KOSDAQ
유진스팩11호,488060,2070,-0.48,KOSDAQ
유진스팩12호,0105P0,2005,+0.00,KOSDAQ
유진테크,084370,132000,+1.54,KOSDAQ
유진테크놀로지,240600,3660,-8.50,KOSDAQ
유진투자증권,001200,5980,+6.98,KOSPI
유티아이,179900,20400,-0.24,KOSDAQ
유틸렉스,263050,959,+0.00,KOSDAQ
유한양행,000100,90500,-1.20,KOSPI
유한양행우,000105,75300,-1.70,KOSPI
유화증권,003460,3660,+2.95,KOSPI
유화증권우,003465,3415,+0.74,KOSPI
육일씨엔에쓰,191410,2740,+0.18,KOSDAQ
윤성에프앤씨,372170,35600,-1.93,KOSDAQ
율촌,146060,1580,+2.86,KOSDAQ
율촌화학,008730,26000,+0.97,KOSPI
이건산업,008250,3995,-1.72,KOSPI
이건홀딩스,039020,3420,-1.58,KOSDAQ
이구산업,025820,6540,+9.00,KOSPI
이글루,067920,7050,-1.95,KOSDAQ
이글벳,044960,3955,-1.37,KOSDAQ
이노뎁,303530,4900,-2.00,KOSDAQ
이노메트리,302430,8740,+4.17,KOSDAQ
이노션,214320,19600,-1.01,KOSPI
이노스페이스,462350,17230,+5.38,KOSDAQ
이노시뮬레이션,274400,3985,-1.85,KOSDAQ
이노에이엑스,296640,7730,-3.86,KOSDAQ
이노인스트루먼트,215790,1610,+0.88,KOSDAQ
이노진,344860,1601,+3.76,KOSDAQ
이노테나,333050,1393,+0.00,KOSDAQ
이노테크,469610,24400,-8.27,KOSDAQ
이녹스,088390,13890,+3.89,KOSDAQ
이녹스첨단소재,272290,36300,+5.83,KOSDAQ
이니텍,053350,2990,-0.83,KOSDAQ
이닉스,452400,9360,+0.75,KOSDAQ
이랜시스,264850,6440,+1.90,KOSDAQ
이랜텍,054210,13210,+3.61,KOSDAQ
이렘,009730,311,-4.89,KOSDAQ
이루온,065440,4055,+1.12,KOSDAQ
이리츠코크렙,088260,4700,-5.34,KOSPI
이마트,139480,105900,-0.75,KOSPI
이뮨온시아,424870,6920,-1.00,KOSDAQ
이미지스,115610,2920,-4.73,KOSDAQ
이베스트스팩6호,478110,2030,+0.00,KOSDAQ
이브이첨단소재,131400,1890,+1.61,KOSDAQ
이삭엔지니어링,351330,8030,+0.75,KOSDAQ
이상네트웍스,080010,7600,+3.26,KOSDAQ
이수스페셜티케미컬,457190,123600,+1.73,KOSPI
이수앱지스,086890,4650,-2.31,KOSDAQ
이수페타시스,007660,149000,-0.86,KOSPI
이수화학,005950,11270,+1.26,KOSPI
이스타코,015020,464,+0.00,KOSPI
이스트소프트,047560,14580,-0.14,KOSDAQ
이스트아시아홀딩스,900110,800,+2.96,KOSDAQ
이스트에이드,239340,1448,-1.23,KOSDAQ
이씨에스,067010,2390,-1.65,KOSDAQ
이엔셀,456070,15260,-2.05,KOSDAQ
이엔에프테크놀로지,102710,57900,+0.00,KOSDAQ
이엔플러스,074610,5110,+0.00,KOSPI
이엘씨,041520,13200,+4.60,KOSDAQ
이엘피,063760,3525,+1.44,KOSDAQ
이엠넷,123570,2005,-0.74,KOSDAQ
이엠앤아이,083470,1056,-2.22,KOSDAQ
이엠텍,091120,7110,-5.45,KOSDAQ
이연제약,102460,10580,-1.95,KOSPI
이오테크닉스,039030,475000,+1.50,KOSDAQ
이오플로우,294090,1490,+0.00,KOSDAQ
이원컴포텍,088290,630,+0.00,KOSDAQ
이월드,084680,1931,+0.36,KOSPI
이지바이오,353810,7800,+0.78,KOSDAQ
이지스,261520,7800,-0.89,KOSDAQ
이지스레지던스리츠,350520,3805,-2.93,KOSPI
이지스밸류플러스리츠,334890,4075,-2.63,KOSPI
이지케어텍,099750,8530,-1.84,KOSDAQ
이지트로닉스,377330,3970,+0.63,KOSDAQ
이지홀딩스,035810,5720,+4.76,KOSDAQ
이크레더블,092130,15170,-0.91,KOSDAQ
이퓨쳐,134060,4480,+0.56,KOSDAQ
이화공영,001840,2215,+0.00,KOSDAQ
이화산업,000760,16000,+1.33,KOSPI
인디에프,014990,793,+4.48,KOSPI
인바디,041830,29650,+0.51,KOSDAQ
인바이오,352940,2320,+0.65,KOSDAQ
인바이오젠,101140,8370,-4.78,KOSPI
인베니아,079950,1072,-3.42,KOSDAQ
인벤테라,0007J0,20400,-4.45,KOSDAQ
인벤티지랩,389470,63300,+2.93,KOSDAQ
인산가,277410,1105,-2.56,KOSDAQ
인선이엔티,060150,4645,+0.11,KOSDAQ
인성정보,033230,1959,+0.67,KOSDAQ
인스웨이브,450520,3135,-2.79,KOSDAQ
인스코비,006490,446,-4.09,KOSPI
인스피언,465480,5870,+2.62,KOSDAQ
인지디스플레,037330,1496,-1.90,KOSDAQ
인지소프트,100030,18890,-0.16,KOSDAQ
인지컨트롤스,023800,8390,+1.70,KOSPI
인천도시가스,034590,26850,-0.37,KOSPI
인카금융서비스,211050,10450,-3.42,KOSDAQ
인콘,083640,385,+0.00,KOSDAQ
인크레더블버즈,064090,798,+0.00,KOSDAQ
인크로스,216050,6730,-1.17,KOSDAQ
인탑스,049070,18750,+0.70,KOSDAQ
인터로조,119610,21850,+1.63,KOSDAQ
인터엠,017250,1114,+4.50,KOSDAQ
인터지스,129260,2480,-1.78,KOSPI
인터플렉스,051370,13260,-1.34,KOSDAQ
인텍플러스,064290,31350,+1.79,KOSDAQ
인텔리안테크,189300,142000,+7.01,KOSDAQ
인투셀,287840,35650,-4.04,KOSDAQ
인트론바이오,048530,3475,-3.74,KOSDAQ
인티큐브,070590,1980,+3.61,KOSDAQ
인팩,023810,9230,+1.21,KOSPI
인포바인,115310,12830,+2.72,KOSDAQ
인포뱅크,039290,4775,-1.55,KOSDAQ
인피니트헬스케어,071200,7560,+2.72,KOSDAQ
인화정공,101930,15140,+11.98,KOSDAQ
일동제약,249420,25950,-2.08,KOSPI
일동홀딩스,000230,9780,-1.71,KOSPI
일성건설,013360,1832,-2.86,KOSPI
일성아이에스,003120,22750,+0.00,KOSPI
일승,333430,6220,-1.11,KOSDAQ
일신바이오,068330,1537,-1.16,KOSDAQ
일신방직,003200,13290,-0.67,KOSPI
일신석재,007110,1716,+4.76,KOSPI
일양약품,007570,11000,-2.22,KOSPI
일양약품우,007575,10750,-2.63,KOSPI
일월지엠엘,178780,2560,+1.39,KOSDAQ
일정실업,008500,2595,-1.14,KOSPI
일지테크,019540,7210,+0.00,KOSDAQ
일진다이아,081000,14760,+0.34,KOSPI
일진디스플,020760,902,+0.00,KOSPI
일진전기,103590,144100,+17.63,KOSPI
일진파워,094820,23200,+7.16,KOSDAQ
일진하이솔루스,271940,18040,-1.31,KOSPI
일진홀딩스,015860,13410,+29.94,KOSPI
잇츠한불,226320,12500,+1.05,KOSPI
잉글우드랩,950140,12030,+0.25,KOSDAQ
잉크테크,049550,3685,-1.73,KOSDAQ
자람테크놀로지,389020,57700,+10.96,KOSDAQ
자비스,254120,1410,-4.92,KOSDAQ
자연과환경,043910,493,+0.00,KOSDAQ
자이글,234920,5310,+0.00,KOSDAQ
자이언트스텝,289220,3055,-1.77,KOSDAQ
자이에스앤디,317400,4685,-2.90,KOSPI
자화전자,033240,47700,-1.95,KOSPI
재영솔루텍,049630,14850,-13.16,KOSDAQ
저스템,417840,12850,+6.46,KOSDAQ
전방,000950,33900,-0.73,KOSPI
전진건설로봇,079900,63900,-0.31,KOSPI
전진바이오팜,110020,2340,-1.68,KOSDAQ
정다운,208140,2540,+0.00,KOSDAQ
정상제이엘에스,040420,5980,-0.50,KOSDAQ
정원엔시스,045510,1139,-2.32,KOSDAQ
제너셈,217190,9180,+16.35,KOSDAQ
제넥신,095700,5250,-3.31,KOSDAQ
제노레이,122310,4640,+0.43,KOSDAQ
제노코,361390,30200,+2.55,KOSDAQ
제놀루션,225220,1870,-0.95,KOSDAQ
제닉,123330,27950,-0.71,KOSDAQ
제닉스로보틱스,381620,10070,-1.08,KOSDAQ
제로투세븐,159580,3920,-1.88,KOSDAQ
제룡산업,147830,12730,+8.90,KOSDAQ
제룡전기,033100,91500,+29.97,KOSDAQ
제우스,079370,16900,+4.90,KOSDAQ
제이브이엠,054950,24950,-0.20,KOSDAQ
제이스로보틱스,090470,8920,-4.70,KOSDAQ
제이스코홀딩스,023440,521,+0.00,KOSDAQ
제이씨케미칼,137950,4550,-4.31,KOSDAQ
제이씨현시스템,033320,5020,-0.40,KOSDAQ
제이아이테크,417500,4805,+4.91,KOSDAQ
제이알글로벌리츠,348950,1182,+0.00,KOSPI
제이앤티씨,204270,19100,-1.24,KOSDAQ
제이에스링크,127120,44100,+8.09,KOSDAQ
제이에스코퍼레이션,194370,14760,-0.20,KOSPI
제이에스티나,026040,3095,+6.72,KOSDAQ
제이엔비,452160,6150,-2.84,KOSDAQ
제이엔케이글로벌,126880,3925,-1.26,KOSDAQ
제이엘케이,322510,7210,+0.42,KOSDAQ
제이엠아이,033050,1008,-1.66,KOSDAQ
제이엠티,094970,3855,+6.79,KOSDAQ
제이오,418550,11690,+2.01,KOSDAQ
제이케이시냅스,060230,427,-5.53,KOSDAQ
제이투케이바이오,420570,8300,+0.48,KOSDAQ
제이티,089790,6270,+3.13,KOSDAQ
제이피아이헬스케어,0010V0,12150,-0.41,KOSDAQ
제일기획,030000,19750,-1.50,KOSPI
제일약품,271980,13960,-0.29,KOSPI
제일엠앤에스,412540,3935,+0.00,KOSDAQ
제일연마,001560,11660,-3.40,KOSPI
제일일렉트릭,199820,20700,+19.93,KOSDAQ
제일테크노스,038010,6840,+0.15,KOSDAQ
제일파마홀딩스,002620,8830,-1.89,KOSPI
제주반도체,080220,56700,+8.21,KOSDAQ
제주은행,006220,12470,-1.19,KOSPI
제주항공,089590,5320,+0.19,KOSPI
제테마,216080,6990,-0.57,KOSDAQ
젝시믹스,337930,4350,-1.02,KOSDAQ
젠큐릭스,229000,2270,-2.99,KOSDAQ
젬백스,082270,23300,-2.10,KOSDAQ
조광페인트,004910,4825,-0.92,KOSPI
조광피혁,004700,68900,-0.14,KOSPI
조비,001550,15650,-1.76,KOSPI
조선내화,462520,14730,+0.55,KOSPI
조선선재,120030,99500,-1.68,KOSPI
조아제약,034940,913,-0.76,KOSDAQ
조이시티,067000,2410,-1.63,KOSDAQ
조이웍스앤코,309930,2210,+19.98,KOSDAQ
조일알미늄,018470,1770,+1.20,KOSPI
조흥,002600,148900,+1.29,KOSPI
종근당,185750,86100,+0.47,KOSPI
종근당바이오,063160,19500,-0.05,KOSPI
종근당홀딩스,001630,49800,+1.01,KOSPI
좋은사람들,033340,1740,+6.95,KOSDAQ
주성엔지니어링,036930,126600,+0.48,KOSDAQ
주성코퍼레이션,109070,1670,-0.89,KOSPI
주연테크,044380,430,+0.00,KOSPI
중앙백신,072020,9980,-0.99,KOSDAQ
중앙에너비스,000440,21050,-2.55,KOSDAQ
중앙첨단소재,051980,1906,-0.83,KOSDAQ
지구홀딩스,221800,17200,-5.75,KOSDAQ
지노믹트리,228760,16640,-2.97,KOSDAQ
지놈앤컴퍼니,314130,7340,+3.97,KOSDAQ
지누스,013890,12880,-0.23,KOSPI
지니너스,389030,4880,-1.61,KOSDAQ
지니언스,263860,16020,+3.16,KOSDAQ
지니틱스,303030,748,+0.00,KOSDAQ
지란지교시큐리티,208350,3385,+0.00,KOSDAQ
지슨,446840,1399,-1.41,KOSDAQ
지씨셀,144510,23350,-1.68,KOSDAQ
지씨지놈,340450,8270,-2.36,KOSDAQ
지아이에스,306620,3410,+5.08,KOSDAQ
지아이이노베이션,358570,15830,-2.58,KOSDAQ
지아이텍,382480,2775,+0.36,KOSDAQ
지앤비에스 에코,382800,8800,-3.19,KOSDAQ
지어소프트,051160,7570,+0.66,KOSDAQ
지에스이,053050,2550,-2.30,KOSDAQ
지에프씨생명과학,388610,9940,+1.02,KOSDAQ
지에프아이,493330,18750,-0.53,KOSDAQ
지엔씨에너지,119850,37050,+1.09,KOSDAQ
지엔코,065060,574,+0.00,KOSDAQ
지엘팜텍,204840,1034,-1.05,KOSDAQ
지엠비코리아,013870,4885,-0.41,KOSPI
지역난방공사,071320,76300,-0.26,KOSPI
지오엘리먼트,311320,8780,+3.78,KOSDAQ
지투지바이오,456160,85200,-0.47,KOSDAQ
지투파워,388050,16250,+11.23,KOSDAQ
진도,088790,2665,-1.84,KOSPI
진로발효,018120,18040,+0.28,KOSDAQ
진매트릭스,109820,2005,-0.50,KOSDAQ
진바이오텍,086060,4715,+1.07,KOSDAQ
진성티이씨,036890,19290,+8.37,KOSDAQ
진시스템,363250,5210,-5.44,KOSDAQ
진양산업,003780,5710,-1.89,KOSPI
진양제약,007370,4960,+0.20,KOSDAQ
진양폴리,010640,2390,-0.42,KOSPI
진양홀딩스,100250,3085,-0.64,KOSPI
진양화학,051630,2140,-2.73,KOSPI
진에어,272450,6300,+0.32,KOSPI
진영,285800,2120,-5.57,KOSDAQ
진원생명과학,011000,837,-3.24,KOSPI
진흥기업,002780,1360,-1.95,KOSPI
진흥기업2우B,002787,8490,+0.00,KOSPI
진흥기업우B,002785,3450,-1.29,KOSPI
차AI헬스케어,025620,8470,-2.08,KOSPI
차바이오텍,085660,16900,-1.11,KOSDAQ
차백신연구소,261780,3355,-18.17,KOSDAQ
차이커뮤니케이션,351870,4185,+0.60,KOSDAQ
참엔지니어링,009310,1065,+0.00,KOSPI
참좋은여행,094850,5490,-3.17,KOSDAQ
창해에탄올,004650,10520,+0.00,KOSDAQ
채비,0011T0,19980,-5.53,KOSDAQ
천보,278280,65600,+4.79,KOSDAQ
천일고속,000650,198800,-1.09,KOSPI
청담글로벌,362320,5060,-2.32,KOSDAQ
체리부로,066360,1248,-2.04,KOSDAQ
체시스,033250,999,+0.00,KOSPI
초록뱀미디어,047820,5490,-1.79,KOSDAQ
칩스앤미디어,094360,19040,+4.27,KOSDAQ
카나프테라퓨틱스,0082N0,34700,-4.14,KOSDAQ
카스,016920,1037,-2.26,KOSDAQ
카이노스메드,284620,1087,+0.00,KOSDAQ
카카오,035720,47100,-0.42,KOSPI
카카오게임즈,293490,11820,-1.66,KOSDAQ
카카오뱅크,323410,24400,+0.21,KOSPI
카카오페이,377300,56000,+0.54,KOSPI
카티스,140430,752,+0.00,KOSDAQ
카페24,042000,25600,+1.99,KOSDAQ
카프로,006380,3660,+0.00,KOSPI
캐리,313760,468,+0.00,KOSDAQ
캐스텍코리아,071850,1500,-0.20,KOSDAQ
캐프,198080,3050,-0.33,KOSDAQ
캔버스엔,210120,1453,+0.48,KOSDAQ
캠시스,050110,1919,+1.32,KOSDAQ
캡스톤파트너스,452300,4460,+0.11,KOSDAQ
컨텍,451760,23150,+2.89,KOSDAQ
컬러레이,900310,538,-0.19,KOSDAQ
컴투스,078340,33900,+3.51,KOSDAQ
컴투스홀딩스,063080,18090,-1.95,KOSDAQ
컴퍼니케이,307930,10660,+16.89,KOSDAQ
케스피온,079190,858,+30.00,KOSDAQ
케어랩스,263700,2620,-0.95,KOSDAQ
케어젠,214370,105400,-0.09,KOSDAQ
케이디켐,221980,10400,-0.29,KOSDAQ
케이바이오랩스,038530,310,+0.00,KOSDAQ
케이뱅크,279570,6290,+1.13,KOSPI
케이비아이동국실업,001620,642,+0.00,KOSPI
케이사인,192250,13130,+2.18,KOSDAQ
케이쓰리아이,431190,4675,-1.16,KOSDAQ
케이씨,029460,39500,+0.89,KOSPI
케이씨에스,115500,16000,+0.82,KOSDAQ
케이씨텍,281820,66500,+8.48,KOSPI
케이씨티,089150,3470,-0.14,KOSDAQ
케이씨피드,025880,3050,+0.00,KOSDAQ
케이아이엔엑스,093320,106700,+2.30,KOSDAQ
케이알엠,093640,5000,+2.35,KOSDAQ
케이에스피,073010,6190,+5.45,KOSDAQ
케이엔더블유,105330,10470,+0.29,KOSDAQ
케이엔솔,053080,14580,+4.67,KOSDAQ
케이엔알시스템,199430,25400,-1.93,KOSDAQ
케이엔에스,432470,14870,+5.09,KOSDAQ
케이엔제이,272110,41100,+2.49,KOSDAQ
케이엘넷,039420,3070,+0.99,KOSDAQ
케이엠,083550,3420,-3.12,KOSDAQ
케이엠더블유,032500,31650,+6.39,KOSDAQ
케이엠제약,225430,517,+0.00,KOSDAQ
케이옥션,102370,3255,+2.52,KOSDAQ
케이웨더,068100,2500,-3.85,KOSDAQ
케이이엠텍,106080,1650,+0.00,KOSDAQ
케이지에이,455180,3060,+1.16,KOSDAQ
케이카,381970,10800,-1.82,KOSPI
케이탑리츠,145270,897,-0.11,KOSPI
케이티알파,036030,5020,-1.95,KOSDAQ
케이프,064820,15880,+0.13,KOSDAQ
케이피에프,024880,5860,-0.34,KOSDAQ
케이피엠테크,042040,1170,-4.65,KOSDAQ
케이피티유,054410,3775,-2.58,KOSDAQ
케일럼,258610,1315,-5.60,KOSDAQ
켄코아에어로스페이스,274090,21950,+1.39,KOSDAQ
켐트로닉스,089010,38050,+1.74,KOSDAQ
켐트로스,220260,6070,+1.51,KOSDAQ
코나아이,052400,55700,+2.39,KOSDAQ
코난테크놀로지,402030,20800,+0.73,KOSDAQ
코닉오토메이션,391710,2190,+4.29,KOSDAQ
코다코,046070,10280,+0.00,KOSDAQ
코데즈컴바인,047770,5280,+14.91,KOSDAQ
코디,080530,815,+0.00,KOSDAQ
코람코더원리츠,417310,10210,-1.73,KOSPI
코람코라이프인프라리츠,357120,4585,-2.13,KOSPI
코렌텍,104540,5880,+0.86,KOSDAQ
코리아나,027050,1994,-0.55,KOSDAQ
코리아써우,007815,22000,+1.85,KOSPI
코리아써키트,007810,91400,-1.40,KOSPI
코리아써키트2우B,00781K,17040,+1.73,KOSPI
코리아에셋투자증권,190650,8800,+1.03,KOSDAQ
코리아에프티,123410,7150,+2.44,KOSDAQ
코리안리,003690,12170,-1.46,KOSPI
코맥스,036690,2885,+0.00,KOSDAQ
코메론,049430,19830,-2.07,KOSDAQ
코미코,183300,144200,+1.84,KOSDAQ
코미팜,041960,9720,+0.00,KOSDAQ
코세스,089890,50500,+6.54,KOSDAQ
코셈,360350,15010,+0.07,KOSDAQ
코스나인,082660,480,+0.00,KOSDAQ
코스리거글로벌,043710,905,+0.00,KOSDAQ
코스맥스,192820,209000,-0.71,KOSPI
